Lat,Lng,Category,Name,Address,Website,Image,Zipcode,Phone Number,Visible,Description,Weight
36.97468,-122.02712,DRINK,Louie's Cajun Kitchen,"110 Church St<br />Santa Cruz, CA",http://www.louiescajunkitchen.com,http://siascotch.com/wp-content/uploads/2014/10/bar_louiescajunkitchen_santacruz_SIA_Scotch.jpg,95060,(831) 429-2000,YES,"I had the pleasure to sip some SIA Scotch Whisky with Lou of Louie's Cajun Kitchen- I highly recommend this, AND watching him make a Sazerac.",
34.17882,-118.59993,DRINK,Cafe Fiore,"21550 Oxnard St<br />Woodland Hills, CA",http://www.cafefiorewoodlandhills.com,http://siascotch.com/wp-content/uploads/2014/10/bar_cafefiore_woodlandhills_SIA_Scotch.jpg,91367,(818) 888-4514,YES,"A modern twist on Italian, Cafe Fiore has an incredible bar and spirits selection, now including SIA Scotch Whisky. Stop in today for a glass.",
33.66495,-117.9895,STORE,Hill Top,"815 Indianapolis Ave<br />Huntington Beach, CA",http://www.yelp.com/biz/hilltop-liquor-huntington-beach,http://siascotch.com/wp-content/uploads/2014/10/store_hilltopliquor_huntingtonbeach_SIA_Scotch.jpg,92646,(714) 536-6275,YES,"Hilltop Liquor store in Huntington Beach, CA is now carrying SIA Scotch Whisky. Stop in today to pick up a bottle.",
33.70919,-117.98835,DRINK,Johnny's Saloon,"17428 Beach Blvd<br />Huntington Beach, CA",http://www.johnnyssaloon.com,http://siascotch.com/wp-content/uploads/2014/10/bar_johnnyssaloon_huntingtonbeach_SIA_Scotch.jpg,92647,(714) 848-0676,YES,"Hell yeah! Johnny's Saloon is now carrying SIA Scotch Whisky - if you haven't been, Johnny's is a cavernous roadhouse with rock 'n' roll and whiskey.",
37.87037,-122.28449,STORE,Ledger's Liquor,"1399 University Ave<br />Berkeley, CA",http://www.ledgersliquors.com,http://siascotch.com/wp-content/uploads/2014/10/store_ledgersliquors_berkeley_SIA_Scotch.jpg,94702,(510) 540-9243,YES,"Ledger's is the first shop in Berkeley to carry SIA Scotch Whisky. A really wide-selection in such a small space, it's impressive!",
37.78518,-122.40567,DRINK,Dirty Habit @ Fifth Floor,"12 4th St<br />San Francisco, CA",http://www.dirtyhabitsf.com,http://siascotch.com/wp-content/uploads/2014/10/bar_dirtyhabit_sanfrancisco_SIA_Scotch.jpg,94103,(415) 348-1555,YES,"Enjoy SIA Scotch Whisky neat, or in a craft cocktail on the Fifth Floor of the Palomar restaurant.",6
38.52266,-122.46656,DRINK,Meadowood Resort,"900 Meadowood Lane<br />Saint Helena, CA",http://www.meadowood.com,http://siascotch.com/wp-content/uploads/2014/10/bar_meadowood_napa_SIA_Scotch.jpg,94574,(707) 531-4788,YES,"I had the pleasure of sharing SIA Scotch Whisky with world-famous bartender Sam Levy, and am honored that they carry it at Meadowood in Napa.",
33.67216,-117.96984,STORE,Liquor Warehouse,"9092 Adams Ave<br />Huntington Beach, CA",http://www.yelp.com/biz/liquor-warehouse-huntington-beach,http://siascotch.com/wp-content/uploads/2014/10/store_liquorwarehouse_huntngtonbeach_SIA_Scotch.jpg,92649,(714) 965-6000,YES,"Now carrying SIA Scotch, Liquor Warehouse is an excellent spirits store in Huntington Beach with a very well-curated Scotch selection and friendly staff.",
37.95835,-122.50427,DRINK,Bartenders Unlimited,"One Simms St #100<br />San Rafael, CA",http://www.bubars.com,http://siascotch.com/wp-content/uploads/2014/10/bar_bartendersunlimited_sanrafael_SIA_Scotch.jpg,94901,(415) 454-3731,YES,"Premier California beverage caterer for your corporate parties and events, serving SIA Scotch.",
37.76497,-122.41805,DRINK,Slate Bar,"2925 16th St<br />San Francisco, CA",http://slate-sf.com,http://siascotch.com/wp-content/uploads/2014/10/bar_slate_sanfrancisco_SIA_Scotch.jpg,94103,(415) 558-8521,YES,"Music, cocktails (with SIA Scotch Whisky) and pool at this beautifully designed bar in the Mission.",
34.04488,-118.43292,STORE,Wally's Wine & Spirits,"2107 Westwood Blvd<br />Los Angeles, CA",http://www.wallywine.com,http://siascotch.com/wp-content/uploads/2014/10/store_wallys_losangeles_SIA_Scotch.jpg,90025,(310) 475-0606,YES,"#1 Wine Retailer in Los Angeles, Wally Wine now carries SIA Scotch Whisky. <strong><a href=""http://www.wallywine.com/search.aspx?page=1=&keywords=SIA%20Scotch""> Order SIA online</a> </strong> today.",9
34.169135,-118.603039,DRINK,Dirty Bull Tavern,"21797 Ventura Blvd<br />Los Angeles, CA",http://www.dirtybulltavern.com,http://siascotch.com/wp-content/uploads/2014/10/bar_dirtybull_losangeles_SIA_Scotch.jpg,91365,(818) 610-8308,YES,"A great Darts bar, tucked into the corner of a mall- I love this GEM of a bar, because they now serve SIA Scotch Whisky.",
36.97063,-122.02547,DRINK,Surf City Billiards,"931 Pacific Ave<br />Santa Cruz, CA",http://surfcitybilliardscafe.com,http://siascotch.com/wp-content/uploads/2014/10/bar_surfcitybilliards_santacruz_SIA_Scotch.jpg,95060,(831) 423-7665,YES,"Huge space on the second floor, great billiards and most importantly- an excellent spirits selection- including SIA Scotch Whisky, at Surf City Billiards.",
37.99578,-122.12077,DRINK,Behind The Plate Clubhouse,"528 Center Ave<br />Martinez, CA",http://www.yelp.com/biz/behind-the-plate-clubhouse-grill-martinez-2,http://siascotch.com/wp-content/uploads/2014/10/bar_behindtheplate_martinez_SIA_Scotch.jpg,94553,(925) 957-6908,YES,"Sports themed grill in Martinez, CA now serving SIA Scotch Whisky during your favorite games.",
38.50226,-122.99773,DRINK,El Barrio,"16230 Main St<br />Guerneville, CA",http://www.elbarriobar.com,http://siascotch.com/wp-content/uploads/2014/10/bar_elbarrio_guerneville_SIA_Scotch.jpg,95446,(707) 604-7601,YES,"Crista Luedtke, owner of Big Bottom Market (one of my favorite shops) has opened El Barrio in Guerneville,AND they carry SIA Scotch Whisky!",
37.90698,-122.54741,STORE,Mill Valley Market,"12 Corte Madera Blvd<br />Mill Valley, CA",https://www.millvalleymarket.com,http://siascotch.com/wp-content/uploads/2014/10/store_millvalleymarket_millvalley_SIA_Scotch.jpg,94941,(415) 388-3222,YES,"Family owned since 1929, Mill Valley Market specializes in artisan foods and now carries SIA Scotch Whisky.",
36.59828,-121.89485,DRINK,Lallapalooza,"474 Alvarado St<br />Monterey, CA",http://www.lalla-palooza.com,http://siascotch.com/wp-content/uploads/2014/10/bar_lallapalooza_monterey_SIA_Scotch.jpg,93940,(831) 645-9036,YES,"Lallapalooza now serves SIA Scotch Whisky, with specialty cocktails & American fare like wood-fired pizza & tacos in Monterrey.",
34.16971,-118.8372,STORE,Old Oaks Cigar Company,"3006 E Thousand Oaks Blvd<br />Thousand Oaks, CA",http://www.oaksliquors.com,http://siascotch.com/wp-content/uploads/2014/10/store_oldoakscigar_thousandoaks_SIA_Scotch.jpg,91362,(805) 494-1886,YES,"Thousand Oaks, CA Cigar shop with what I view as an EXCELLENT selection of whiskies- mostly single malt, but now they are carrying SIA Scotch Whisky too!",
36.67495,-121.65538,DRINK,Patria,"228 Main St<br />Salinas, CA",http://www.yelp.com/biz/patria-salinas,http://siascotch.com/wp-content/uploads/2014/10/bar_patria_salinas_SIA_Scotch.jpg,93901,(831) 424-5555,YES,Enjoy delicious European cuisine and SIA Scotch cocktails at Patria in Salinas.,
34.21196,-119.0254,STORE,Village Common Market,"231 Village Commons Blvd<br />Camarillo, CA",http://villagecommonsmarket.com,http://siascotch.com/wp-content/uploads/2014/10/store_villagecommonsmarket_camarillo_SIA_Scotch.jpg,93012,(805) 445-8282,YES,"Home of the famous ""Beer Cave"" - wide selection of beers, Village Common Market- is now proudly carrying SIA Scotch Whisky.",
34.16786,-118.60635,DRINK,Monty's Steak House,"5371 Topanga Cyn Blvd<br />Woodland Hills, CA",http://montysprimesteakandseafood.com,http://siascotch.com/wp-content/uploads/2014/10/bar_montyssteak_woodlandhills_SIA_Scotch.jpg,91364,(818) 716-9736,YES,"I had the pleasure of meeting the Monty’s Steak owners, a delightful family- I'm so happy they have decided to serve SIA Scotch Whisky.",
34.21639,-119.0376,STORE,Jere's Liquor,"601 Mobil <br />Camarillo, CA",http://www.yelp.com/biz/jeres-liquors-camarillo,http://siascotch.com/wp-content/uploads/2014/10/store_jeresliquors_camarillo_SIA_Scotch.jpg,93010,(805) 484-8066,YES,"Incredible selection of spirits, including SIA Scotch Whisky, and other hard-to-find items, at this fine Camarillo shop.",
36.60004,-121.88988,STORE,Lopez Liquors,"500 Del Monte Ave<br />Monterey, CA",http://www.lopezliquors.com,http://siascotch.com/wp-content/uploads/2014/10/store_lopezliquors_monterey_SIA_Scotch.jpg,93940,(831) 655-3222,YES,Lopez Liquors is a great shop with an excellent selection- including SIA Scotch Whisky!,
36.59656,-121.896405,DRINK,Restaurant 1833,"500 Hartnell St<br />Monterey, CA",http://www.restaurant1833.com,http://siascotch.com/wp-content/uploads/2014/10/bar_1833_monterey_SIA_Scotch.jpg,93940,(831) 643-1833,YES,"Sophisticated yet casual American fare in a restored 1833 house, now serving SIA Scotch Whisky.",3
34.03123,-118.84241,STORE,Vintage Grocers,"30745 Pacific Coast Hwy #24<br />Malibu, CA",http://www.vintagegrocers.com,http://siascotch.com/wp-content/uploads/2014/10/store_vintagegrocers_malibu_SIA_Scotch.jpg,90265,(310) 457-2828,YES,"Vintage Grocers, anew independent market created for the Malibu community, now carries SIA Scotch in their spirits section.",3
34.0932159,-118.099007,DRINK,Cheers Bar and Grill,"717 SOUTH SAN GABRIEL BLVD<br />SAN GABRIEL, CA",http://www.cheersbarsg.com,http://siascotch.com/wp-content/uploads/2014/10/bar_cheers_sangabriel_SIA_Scotch.jpg,91776,(626) 309-9729,YES,"Cheers is a casual bar in San Gabriel, now serving SIA Scotch Whisky.",
26.04747,-80.31090,STORE,Fine Spirits,"5660 S. Flamingo Rd.<br />Cooper City, FL",http://www.finespirits.net/,http://siascotch.com/wp-content/uploads/2014/11/store_finewine_coopercity_SIA_Scotch.jpg,33330,(954) 434-6869,YES,"Fine Spirits Wine & Liquor - serving Cooper City, Sunshine Ranches, Davie and the surrounding area since 1988, now carrying SIA Scotch. Call (954) 434-6869 today.",3
37.78568,-122.41043,DRINK,Hilton San Francisco Union Square,"333 O'Farrell St<br /> SanFrancisco, CA",http://www3.hilton.com/en/hotels/california/hilton-san-francisco-union-square-SFOFHHH/index.html,http://siascotch.com/wp-content/uploads/2014/11/bar_HiltonSFUnionSquare_sanfrancisco_SIA_scotch.jpg,94102,(415) 771-1400,YES,Visiting San Francisco? Enjoy a glass of SIA scotch at the Hilton Hotel near Union Square! ,7
37.82713,-122.21098,STORE,Crown Liquors,"6410 Moraga Ave<br />Oakland, CA",http://www.yelp.com/biz/crown-liquors-oakland?osq=crown+wine+%26+Spirits,http://siascotch.com/wp-content/uploads/2014/11/store_CrownLiquors_Oakland_SIA_scotch-e1416249742618.jpg,94611,(510) 339-2070,YES,"Purchase a bottle of SIA today at Crown Liquors in Oakland. Crown Liquors is a neighborhood staple, a great local business run by a great staff.",
37.81218,-122.24784,STORE,New Grand Lake Market,"3217 Grand Ave<br />Oakland, CA",http://www.yelp.com/biz/new-grand-lake-market-oakland,http://siascotch.com/wp-content/uploads/2014/11/store_NewGrandLakeMarket_oakland_SIA_scotch-e1416250231985.jpg,94610,(510) 891-9150,YES,"From Yelp: It's a nice quick little market place to go to when you need to buy something. SIA there! ",
36.96214,-122.04348,STORE,U Save Liquors,"930 Almar Ave</br> Santa Cruz, CA ",http://www.usaveliquors.com/newsite/index.html,http://siascotch.com/wp-content/uploads/2014/12/store_USaveLiquor_santacruz_SIA_scotch-e1417723912529.jpg,95060,(831) 425-0577,YES,U Save Liquors is locally owned and operated since 1976 and offers some of the lowest prices in Santa Cruz County,
37.69092,-122.41936,STORE,Best Beverage Catering,"485-A Valley Drive </br>Brisbane, CA",http://www.bestbeverage.com/,http://siascotch.com/wp-content/uploads/2014/12/store_bestbeveragecatering_brisbane_SIA_scotch-e1417726586185.jpg,94005,(415) 642-2410,YES,BBC is a licensed and insured full-service beverage catering company equipped to accommodate any type or size event throughout the United States. Now serving SIA Scotch,
33.84918,-118.38841,DRINK,Chez Mélange,"1611 S Catalina Ave<br />Redondo Beach, CA",http://www.chezmelange.com/,http://siascotch.com/wp-content/uploads/2015/01/bar_chezmelange_redondobeach_SIA_Scotch-e1421268502672.jpg,90277,(310) 540-1222,YES,Chef Robert Bell uses locally sourced and seasonal ingredients to craft a daily changing menu of world cuisine. Enjoy a delicious meal along a glass of SIA Scotch.,
38.50458,-122.46873,DRINK,Cook Tavern,"1304 Main Street<br /> Saint Helena, CA",http://www.cooktavern.com/,http://siascotch.com/wp-content/uploads/2015/01/bar_cooktavern_sthelena_SIA_Scotch-e1421271860261.jpg,94574,(707) 963-8082,YES,Cook Tavern specializes in simple but elegant Northern Italian cuisine made from local and seasonal ingredients. Enjoy a glass of SIA at the end of your meal!,
37.65003,-118.98356,DRINK,Petra's Bistro & Wine Bar,"6080 Minaret Road<br />Mammoth Lakes, CA",http://www.petrasbistro.com/,http://siascotch.com/wp-content/uploads/2015/01/bar_petras_mammothlakes_SIA_Scotch-e1421269098616.jpg,93546,(760) 934-3500,YES,"Since opening in 2003, Petra’s Bistro & Wine Bar has been a steadfast favorite among Mammoth Lakes restaurants. Now serving SIA Scotch! ",
37.66243,-121.87468,STORE,Plaza Market,"5588 Springdale Ave<br /> Pleasanton, CA",http://www.yelp.com/biz/plaza-market-pleasanton,http://siascotch.com/wp-content/uploads/2015/01/store_plazamarket_pleasanton_SIA_Scotch-e1421271192733.jpg,94588,(925) 463-9310,YES,"From Yelp: ""The store is bigger than you'd think"". Now selling SIA Scotch!",
33.95335,-117.39616,STORE,Canyon Crest Liquor,"1350 Massachusetts Ave<br /> Riverside, CA",http://www.yelp.com/biz/canyon-crest-liquor-riverside,http://siascotch.com/wp-content/uploads/2015/01/store_canyoncrestliquor_riverside_SIA_Scotch-e1421272234510.jpg,92507,(951) 683-2404,YES,Looking for SIA Scotch in Riverside? We've got you covered. ,
37.73466,-121.42613,DRINK,Magellan's Restaurant,"15 East 6th Street<br /> Tracy, CA",http://www.magellansworldcuisine.com/,http://siascotch.com/wp-content/uploads/2015/01/restaurant_magellans_tracy_SIA_Scotch-e1422058343778.jpg,95376,(209) 839-2333,YES,"Eatery serving traditional seafood, steak & other American mainstays in a comfortable setting. Now serving SIA Scotch!",
34.14595,-118.09577,DRINK,The Colorado Bar,"2640 East Colorado Boulevard<br /> Pasadena, CA",http://www.yelp.com/biz/the-colorado-bar-pasadena,http://siascotch.com/wp-content/uploads/2015/01/bar_coloradobar_pasadena_SIA_Scotch-e1422058803450.jpg,91107,(626) 449-3485,YES,"From Yelp:""They have a pool tale and free darts, plenty of seating and cheap drinks."" Go get your SIA Scotch today! ",
33.79599,-118.11343,STORE,Stearns Liquor Bixby,"4100 Atlantic Ave<br /> Long Beach, CA",http://www.yelp.com/biz/stearns-liquor-bixby-long-beach,http://siascotch.com/wp-content/uploads/2015/01/store_stearnsbixby_longbeach_SIA_Scotch-e1422059210718.jpg,90807,,YES,"From Yelp: ""Crazy great selection of crafties as well as superb collection of wine and cigars"". Now proudly selling SIA Scotch! ",
37.97267,-122.52574,DRINK,Vin Antico,"881 4th St<br />San Rafael, CA",www.vinantico.com,http://siascotch.com/wp-content/uploads/2015/03/bar_vinantico_pleasanton_SIA_Scotch.jpg,94901,(415) 721-0600,YES,"Contemporary, local, farm to table fare supplemented by exciting food from around the world, now serving SIA Scotch Whisky.",
37.76317,-122.38905,DRINK,Moshi Moshi,"2092 3rd St<br />San Francisco, CA",www.moshimoshisf.com,http://siascotch.com/wp-content/uploads/2015/03/bar_moshi_moshi_sanfrancisco_SIA_Scotch.jpg,94107,(415) 861-8285,YES,"Enjoy SIA Scotch Whisky with Sushi & soba, among the classic eats at Moshi Moshi Japanese eatery with an outdoor patio.",
37.79280,-122.41634,STORE,Le Beau Market,"1263 Leavenworth St, San Francisco, CA ",www.lebeaumarket.com,http://siascotch.com/wp-content/uploads/2015/03/store_lebeaumarket_sanfrancisco_SIA_Scotch.jpg,94109,(415) 885-3030,YES,"Purchase a bottle of SIA Scotch at Le Beau Market, a Grocery mainstay highlighting local and gourmet foods.",
25.76306,-80.26323,STORE,Big Game Liquors,"930 South Le Jeune Rd<br />Miami, FL ",http://www.biggameliquors.com,http://siascotch.com/wp-content/uploads/2015/03/store_big_game_coralgables_SIA_Scotch.jpg,33134,(305) 569-3040,YES,Big Game Liquors is the first store in Coral Gable to carry SIA Scotch Whiksy! Stop in today for a bottle for a friend.,
37.80014,-122.41032,STORE,Coit Liquors,"585 Columbus Ave<br />San Francisco, CA",www.sfcoitliquor.com,http://siascotch.com/wp-content/uploads/2015/03/store_coitliquors_sanfrancisco_SIA_Scotch.jpg,94133,(415) 362-4444,YES,"In the heart of North Beach, Coit Liquors will deliver SIA Scotch Liquor in a limited area!  For most deliveries it's totally free. ",7
26.00343,-80.33741,DRINK,Segafredo - Pembroke Pines,"527 SW 145th Terr<br />Pembroke Pines, FL",www.segafredopembrokepines.com/,http://siascotch.com/wp-content/uploads/2015/03/bar_segafredo_pembrokepines_SIA_Scotch.jpg,33027,(786) 231-5182,YES,"Enjoy SIA Scotch Whisky at Segafredo, the finest in Mediterranean food, appetizers, music, live entertainment and signature cocktails.",
25.76586,-80.21976,DRINK,Ball and Chain,"1513 SW 8th St, Miami, FL",www.ballandchainmiami.com,http://siascotch.com/wp-content/uploads/2015/03/bar_ball_and_chain_miami_SIA_Scotch.jpg,33135,(305) 643-7820,YES,"Live Jazz, dancing, and SIA Scotch Whisky at Ball and Chain in Miami, Little Havana on 8th Street. Stop in tonight!",
37.78842,-122.40875,DRINK,Morton's The Steakhouse,"400 Post St<br />San Francisco, CA",http://www.mortons.com/sanfrancisco,http://siascotch.com/wp-content/uploads/2015/03/bar_mortons_steakhouse_sanfrancisco_SIA_Scotch.jpg,94102,(415) 986-5830,YES,"Morton's, the top steak restaurant and fine dining experience in San Francisco is now serving SIA Scotch Whisky.",
25.73269,-80.35562,STORE,Pantry Liquors II,"9897 SW 40th St<br />Miami, FL",www.pantryliquors2.com,http://siascotch.com/wp-content/uploads/2015/03/store_pantry_liquorsII_miami_SIA_Scotch.jpg,33165,(305) 554-0708,YES,"Pantry Liquors II on Bird Road has a big selection of spirits, as well as wines & beers, and now carries SIA Scotch Whisky.",
25.79214,-80.13007,DRINK,The Regent Cocktail Club,"1690 Collins Ave<br />Miami Beach, FL",www.galehotel.com/nightlife/regent-cocktail-club,http://siascotch.com/wp-content/uploads/2015/03/bar_regent_cocktail_club_miamibeach_SIA_Scotch.jpg,33139,(305) 569-3040,YES,"SIA Scotch Whisky now available at Regent Cocktail Club, at the Gale South Beach hotel.",
25.80121,-80.19910,DRINK,Wynwood Kitchen & Bar,"2550 NW 2nd Ave<br />Miami, FL ",http://www.wynwoodkitchenandbar.com,http://siascotch.com/wp-content/uploads/2015/03/bar_wynwood_kitchen_bar.jpg,33127,(305) 722-8959,YES,"Arts District hot spot with indoor-outdoor dining, famous artists' works & live music.",
26.46850,-80.07095,STORE,Pat's Beverages & Liquors,"337 NE 2nd Ave<br />Delray Beach, FL",https://plus.google.com/107084924702508809860/about?gl=us&hl=en,http://siascotch.com/wp-content/uploads/2015/03/store_pats_beverage_delraybeach_SIA_Scotch.jpg,33444,(561) 274-7003,YES,Friendly staff and great selection at Pat's Beverage in Delray Beach- ask for SIA Scotch Whisky!,
25.70469,-80.28452,DRINK,Sports Grill,"1559 Sunset Dr<br />Miami, FL",www.sportsgrillmiami.com,http://siascotch.com/wp-content/uploads/2015/03/bar_sports_grill_sunset_miami_SIA_Scotch.jpg,33143,(305) 668-0396,YES,"Sports Grill, home of Miami's Best Chicken Wings! For over 20 years, is now serving SIA Scotch Whisky.",
25.73409,-80.28752,STORE,Crown Wine & Spirits,"5749 SW 40 Street<br />Miami, FL",www.crownwineandspirits.com,http://siascotch.com/wp-content/uploads/2015/03/store_crownwinespirits_miami_SIA_Scotch.jpg,33155,(305) 662-9898,YES,"Stop into Crown for a large selection of top shelf liquor, including SIA Scotch Whisky.",
25.76086,-80.41891,STORE,Coqui's Liquors,"3814 SW 8th St<br />Miami, FL",www.coquisliquors.com,http://siascotch.com/wp-content/uploads/2015/03/store_coquis_liquors_miami_SIA_Scotch.jpg,33184,(305) 559-9155,YES,Get great discounts and deals on the most incredible products at Coqui's Liquor. Stop in and ask for SIA Scotch Whisky.,
26.84158,-80.13371,STORE,A1A Fine Wine & Spirits,"6231 PGA Boulevard<br />Palm Beach Gardens, FL",https://plus.google.com/105623210289941402200/about?gl=us&hl=en,http://siascotch.com/wp-content/uploads/2015/03/store_a1a_fine_wine_spirits_palmbeachgardens_SIA_Scotch_Whisky.jpg,33418,(561) 721-2220,YES,A1A Fine Wine and Spirits is the first store in Palm Beach Gardens to carry SIA Scotch Whisky- stop in for a case or bottle today.,
25.78206,-80.14278,DRINK,Mondrian Hotel - Miami Beach,"1100 West Ave<br />Miami Beach, FL",https://www.morganshotelgroup.com/mondrian/mondrian-south-beach,http://siascotch.com/wp-content/uploads/2015/03/bar_mondrian_hotel_miamibeach_SIA_Scotch.jpg,33139,(305) 514-1500,YES,The Mondrian Hotel is now featuring SIA Scotch Whisky.,
25.76173,-80.19046,STORE,Aficionados Brickell,"1200 Brickell Bay Dr #105<br />Miami, FL",http://www.aficionadosbrickell.com/,http://siascotch.com/wp-content/uploads/2015/03/store_aficionados_miami_SIA_Scotch.jpg,33131,(786) 427-6165,YES,"Aficionaldos Brickell is the Premier Wine, Spirits and Cigar purveyor in Brickell/Downtown Miami and now carries SIA Scotch Whisky.",
25.80929,-80.19558,DRINK,Bardot,"3456 N Miami Ave<br />Miami, FL ",www.bardotmiami.com,http://siascotch.com/wp-content/uploads/2015/03/bar_bardot_miami_SIA_Scotch.jpg,33127,(305) 576-5570,YES,"Come to Bardot for great music, cocktails and SIA Scotch Whisky in an intimate setting in Wynwood.",
37.77554,-122.43761,DRINK,The Independent,"628 Divisadero<br />San Francisco, CA",http://www.theindependentsf.com/,http://siascotch.com/wp-content/uploads/2015/04/independent-2-e1429116175295.jpg,94117,(415) 771-1420,YES,"Intimate, no-frills music venue with a full bar that features indie & emerging acts. Enjoy SIA while watching an amazing show!",
25.51255,-80.43324,STORE,Best Buy Liquor - Naranja,"27329 S. Dixie Hwy<br/> Naranja, FL",https://www.bestbuyliquor.com/,http://siascotch.com/wp-content/uploads/2015/04/BestBUYLiquor-e1429119188569.jpg,33032,305-247-4224,YES,"Awesome roadside pit stop for a selection of imported & domestic wines, spirits, SIA Scotch Whisky & cigars.",
25.69912,-80.43706,STORE,Best Buy Liquors,"15126 SW 72nd St<br />Miami, FL",https://www.bestbuyliquor.com/,http://siascotch.com/wp-content/uploads/2015/04/BestBUYLiquor-e1429119188569.jpg,33193,(305) 408-6862,YES,"The staff is very friendly and knowledgeable! Large selection of wines and spirits, now serving SIA Scotch Whisky. ",
25.44303,-80.47543,STORE,Best Buy Liquors - Florida City,"402 SE 1st Ave<br /> Florida City, FL",https://www.bestbuyliquor.com/,http://siascotch.com/wp-content/uploads/2015/04/BestBUYLiquor-e1429119188569.jpg,33034,(786) 339-9023,YES,"Great store with a big selection of imported & domestic wines, spirits & cigars. Now selling SIA Scotch.",
37.75814,-122.38896,STORE,Reno's Liquor Store,"728 22nd St<br /> San Francisco, CA",http://www.yelp.com/biz/renos-liquor-store-san-francisco,http://siascotch.com/wp-content/uploads/2015/04/2013-06-05-e1429121144618.jpg,94107,(415) 647-7667,YES,"Neighborhood nook offering a selection of beers, wines & spirits and your favourite SIA Scotch  Whisky.",
37.48603,-122.22591,DRINK,Martins West,"831 Main Street<br /> Redwood City, CA",https://www.martinswestgp.com/,http://siascotch.com/wp-content/uploads/2015/04/IMG_0113_400x400-e1429123354543.jpg,94063,(650) 366-4366,YES,"A public house that specializes in serving high-quality food in a sophisticated yet comfortable environment. Did we mention the extensive selection of Scotch? Ask for a SIA Scotch Cocktail, delicious!! ",
38.76688,-123.52952,STORE,Surf Market,"39250 California 1<br />Gualala, CA",http://www.surfsuper.com/Home.html,http://siascotch.com/wp-content/uploads/2015/05/store_SurfMarket_gualala_SIAScotch-e1431449963916.jpg,95445,(707) 884-4184,YES,Buy a bottle of SIA Scotch at this fantastic market and enjoy your time in Gualala! ,
37.76934,-122.45119,DRINK,Alembic,"1725 Haight St <br />San Francisco, CA",http://www.alembicbar.com/,http://siascotch.com/wp-content/uploads/2015/04/12171_10151183484382266_179578828_n-e1429243443907.jpg,94117, (415) 666-0822,YES,"Classic handcrafted cocktails & an inventive bar food menu served in a dimly lit, rustic space. Ask for a SIA Scotch cocktail thank us later! ",8
37.78710,-122.39742,DRINK,Southside Spirit House,"575 Howard St <br />San Francisco, CA",http://www.southsidesf.com/,http://siascotch.com/wp-content/uploads/2015/04/1cf99cb92cfad0560af3168ef585014e-e1429294586404.jpeg,94105,(415) 543-5874,YES,Late-night lounge offering craft cocktails & gourmet bar bites in a retro space with local art. A perfect spot to enjoy a SIA Scotch cocktail,
37.75980,-122.39752,STORE,All States Best Foods,"1607 20th St.<br /> San Francisco, CA",http://www.yelp.com/biz/all-states-best-foods-san-francisco,http://siascotch.com/wp-content/uploads/2015/04/o-e1429569269110.jpg,94107,(415) 642-3230,YES,Neighborhood shop providing a selection of daily stocked produce and a large selection of spirits including your favorite SIA Scotch Whisky!,
38.90881,-123.69240,DRINK,The Pacific Plate,"194 Main Street <br />Point Arena, CA",http://www.pacificplatediner.com/,http://siascotch.com/wp-content/uploads/2015/04/094ceb6b7418734dc9628703ff3bf8a2-e1430161697427.jpg,95468,(707) 882-1619,YES,A gluten-free certified facility serving deliciously fresh local food in the historic Sign of the Whale bar in downtown Point Arena. Now serving SIA Scotch Whisky!,
37.79005,-122.40864,DRINK,Last Drop Tavern,"550 Powell St.<br /> San Francisco, CA",http://www.lastdroptavern.net/,http://siascotch.com/wp-content/uploads/2015/04/3264x2448-e1430162986261.jpg,94108,(415) 989-7131,YES,"Sangria & salsa are served amid Mexican-themed decor, while nightly karaoke adds to the festivities. Make sure to enjoy a SIA Scotch cocktail in this great venue in downtown San Francisco. ",
37.72442,-122.45947,DRINK,The Ave,"1607 Ocean Ave <br />San Francisco, CA",http://www.theavebar.com/,http://siascotch.com/wp-content/uploads/2015/05/TheAve_SanFrancisco_SIA_Scotch_Whisky.jpg,94112,(415) 587 - 6645,YES,Great place to just sit and talk over a few SIA Scotch Whisky drinks and watch baseball games!,
38.96449,-77.07583,STORE,Chevy Chase Wine & Spirits,"5544 Connecticut Ave NW <br />Washington, DC ",http://www.chevychasewine.com/,http://siascotch.com/wp-content/uploads/2015/05/home_page_content_pic_1.jpg,20015,(202) 363-4000,YES,"If it's Spirits that you adore they have a complete selection from everyday items to premium Cognac, Tequila, Vodka, Single Malt Scotch, Single Batch Bourbon and your favorite SIA Scotch Whisky.",
38.58164,-76.95163,STORE,Jimmie's Paddock,"4740 Crain Hwy<br />White Plains, MD",http://www.jimmiespaddock.com/,http://siascotch.com/wp-content/uploads/2015/05/Southern-Maryland-liquor-e1431636070805.jpg,20695,(301) 932-0371,YES,"Now you can buy a bottle of SIA Scotch Whisky at Jimmie's, a family owned liquor business serving the Southern Maryland area for over 40 years. ",
38.98973,-76.98751,STORE,University Liquor ,"7925 New Hampshire Ave <br />Hyattsville, MD",http://www.yelp.com/biz/university-liquor-hyattsville,http://siascotch.com/wp-content/uploads/2015/05/Screen-Shot-2015-05-19-at-4.13.24-PM-e1432077377872.png,20783,(301) 434-1232,YES,University Liquor is now carrying SIA Scotch Whisky! ,
